Text,Sentiment
"Gerçekten eleştirmenlerin dediği kadar varmış ne izlediğim filmi anladım ne de zevk aldım, bir de üstüne üstelik belki de bugün kafa ağrısından uyuyamayacağım, yazık halbuki kadro iyi senaryo ve hikaye ilginç ama film çok ama çok kötü. Kötülüğün ana sebeplerinden biri şu MTV tarzı klip havasında çekilmiş olması yani zaman zaman çok hızlı zaman zaman çok yavaş adeta 'slow motion' da çekilen bir film, diğeri kurgu o kadar karışık ki hikaye bir biyografik anlatım olmasına film bir Domino’nun yaşantısının başına bir sonuna gidiyor sonra bir bakıyorsunuz Domino’nun gençliğinden kesitler var yani belli bir biyografik dizin işlenmemiş kafanız adeta allak bullak oluyor. Bu tarz film çekimi belki VCD ve DVD’ye göre olabilir ancak beyazperde de hele 2.5 saat için hiç mi hiç çekilmiyor. Keira Knigtley çok iyi bir aktrist olabilir ve her aktrist de her rolde oynabilir ancak ben yine de Knightley bu role bağdaştıramadım bir türlü başkası kullanılabilirdi, diğer oyuncular ise bence rollerine tam oturmuş, en başarılısı hiç kuşkusuz Choco’yu oynayan oyuncu. Son olarak şu filme konu olan 'Bounty Hunter' meselesine gelince; benim bildiğim kadarıyla hakikaten Amerika’da böyle bir meslek var, ancak filmde sunulduğu şekilde hiç değil orada yönetmen bana göre eksejere etmiş olayı resmen, 'Bounty Hunter' denen sistem legal ama polise ve asayişe yardımcı olarak çalışan gönüllü eski asker yahut eski suçlulardan olmuş amaç onları topluma kazandırmak. Ama tutup bu adamlar ellerinde kalaşnikof ve pompalı tüfekle sokak oratsında gezmiyor, bildiğim kadarıyla bizdeki köy korucuları gibi ama görevleri farklı o kadar. Öyle olduğunu düşünsenize o zaman ABD’de polise FBI ve veya CIA ne ihtiyaç var, tabii bir uyuşturcu müptelasının anılarından yola çıkılmış ve senaryo öyle yazılmış onun için gerçeğe yakın olduğu bile tartışılır. Sonuç tam bir hayalkırıklığı.",N
Oyuncuları için seyretmiştim...,N
"Laf mı şimdi bu , filmi anlayanlar beğenir anlamayanlar beğenmez.. Bu filmi anlamak için üstün bir zekaya gerek yok , filmi anlayıpta hiç beğenmeyenlerdenim....",N
"Altıncı His bu güne dek izlediğim en başarılı korku filmidir.Benim sinemadan beklediklerimi, bana veren bir filmdir.Kuşkusuz ki favori yönetmenlerimden biri olan Shyalaman’ın da en başarılı filmidir.Akıl almaz bir senaryoya sahip olan filmin şok edici finali dillere destandır.Film korku öğelerinin yanısıra insan psikolojisini de derinlemesine ele alıyor.Anne ve babanın boşanmasından doğan çocuk psikolojisinin çöküşünü o kadar inandırıcı bir şekilde ele alıyor ki hayran kalmamak elde değil.Bruce Wıllıs ve Haley Joel Osment’in karşılıklı döktürdüğü sahneler oldukça çarpıcı.James Newton Howard’ın gerilim dolu ve bir o kadar hüzün kokan müziği filme ayrı bir renk katmıştır.Filmi her izleyişimde yaklaşık 1-2 hafta etkisinden kurtulamıyorum.Bol hayaletli, kanlı- vampirli- zombili filmler bizi güldürürken bu film insanı yerinden sıçratıyor.Filmlerinin her karesini bu kadar dikkatle izlettirdiği için Shyalaman’a şükranlarımı sunuyor, filme 10/10 veriyor; Shyalaman’ın yeni filmlerini merakla beklediğimi belirtmek istiyorum...",P
Canını seven kaçıp kurtulsun cinsinden bir film....2/10 not: 2 puanında yılanın oyunculuğuna veriyorum :),N
Filmde iddialı bir konu işlendiğinden dolayı seyircilerin film hakkındaki görüşleri tarafsız olmuyor. Bence bu filme bu puan biraz fazla. 10/3,N
farlı bir senaryosu vardı çok beğendim:))),P
acaip sıkcı bir film matematik proflarını hikayesini yazmak moda oldu galiba herkes beceremiyor değişik şeyler görmek istiyoruz sıkılmak değil,N
film benle yaşıt olmasına rağmen her açıdan tatmin edici.. oyuncular kesinlikle mükemmel =) öyle bir film ki herkes izlemeli ki izlemeyen de cok azdır zaten..,P
yaa eskiden hoşuam giderdi bu seri ama şu an ilgilmi çekmiyor ama yinede iyi bir anısı var bu filimin bende,P
her fiLm ßir şey anLatmak zorunda değiLdir eLbet ama bu fiLm çok şey anLatıyor. mutLaka izLenmeLi..,P
"O kadar film izledim ama bu kadar etkileyici başka bir film izlemedim.. Bu filmde aradığınız her türlü olay: aşk,intikam,nefret,savaş,aksiyon,dram,entrika.,.,.,.,.ne ararsanız var.. Tam manasıyla M-Ü-K-E-M-M-E-L.. 10/10...Daha iyisi olamazdı..",P
tek kelimeyle süper bir film bir başyapıt,P
harika bir jim carrey komedisi mükemmeldi...,P
reklamini izledigimde züpeer demistim ama filmin daha ilk dakikalarinda itibaren berbatlik basliyor vede kim daha cok seyretmeye dayanacak diye yaris basliyor ve ben 30 dakka anca dayanabildim,N
"AMAN ALLAHIM HAYATIMDA İZLEDİĞİM EN GEREKSİZ FİLMLERDEN BİRİYDİ..BUNU ACIMASIZLIK OLARAK NİTELENDİRMEYİN SAKIN!!İZLEMEYENLERE SESLENİYORUM VALLA ARKADAŞLAR GİTMEZSENİZ HİÇ BİR ŞEY KAYBETMEZSİNİZ,VERDİĞİNİZ PARAYA YAZIK,BU ARADA AFİŞTEKİ ADAMIN NEYİ GÖRDÜĞÜNÜ MÜ MERAK EDİYORSUNUZ???? PEKBİŞİ YOK MERAK ETMEYİN BEN SAPIKLIK OLARAK NİTELENDİRİYORUM.MİDEM BULANDI DESEM YERİDİR YANİ..IIIYYYKKK!!!!!!!!!!",N
"Sakın sizde benim gibi ounculara kanmayin. Çok kötü,zaman kaybı bir film bu yapımcılar hiç senaryoyu okumazlar mı? Böyle işe nasıl para yatırılıyor...Saç baş yolduracaklar insana...",N
"Gecenin yarısında kiraladığım 3 DVDden de iş çıkmayınca, televizyonda kanalları gezerken karşılaştığım ve gecenin yarısında gülmekten mideme kramplar sokan bir film. 10/9",P
Bu kadar gereksiz bir film ve o kadar harcanan para filmin son sahnelerindeki efek ne gereği vardı. Gene amerikadaki yolsuzluk üzerine yazılmış ilk filme göre çok saçma bir film,N
çok eğlenceli bi film ama bu filmi bulamıyorum...,P
"1979'da yapılmasına rağmen bundan sonra yapılan tüm Alien temalı filmlerin babası... Günümüzde de hala yapılan bilim kurgu filmleri aslında bu eskiden yapılmış başyapıt sayılabilecek filmlerden ilham alıyor. Bundan sonra yapılmış tüm Alien filmlerinin kaynağı bu film. Onlarda bir parça gerilim, aksiyon ekleyip, süsleyip püsleyip size sunuyorlar ve sinemadan fazla anlamayan insanların daha çok hoşuna gidecek filmler yapmış oluyorlar. Bu filmi o tip filmlerle kıyaslamak bile bana göre bu filme hakaret etmek gibi bir şey. Ridley Scott'ın en iyi filmlerinden biri. 9,2/10",P
"diyecek birşey bulamıyorum, gözyaşlarıyla izledim...",P
"Bu kadar sıkıcı bir filmi izlemeyeli çok olmuştu. Filmin başında sanırım Cannes film festivalinde ""En iyi yönetmen"" ödülü almıştır yazdı. Demekki festivallerinde bir anlamı kalmamış. Müzikal gibi olmuş film biraz, o müzikler seyirciyi etkiler diye düşündüler sanırım. Oyunculara diyecek sözüm yok hepsi iyi oynamışlar ama konunun içi bomboş.",N
"Birbirinden yetenekli ve önemli oyuncuları bir araya getirmiş, ilginç senaryo ve yönetimiyle hoş bir film.Farklı bir film denemek isteyenler buyurun bu filme.Olumsuz yorumlara ve puanına aldırmadan rahat bir kafayla izleyin beğeneceksiniz. 10 / 8",P
Vampir filminin aşk teması üzerine kurulu olması filmi çok sıkıcı hale getirmiş. Oyunculuğun olması bile filmi izlenebilir hale getirmemiş. Bu kadar yüksek not verenleri bu noktada kınıyorum. Film için harcadığım paraya üzüldüm.10/3,N
filmi ben 2001 yapımı sanarak izlemeye başladım ama 10.dakkada 68 yapımı film olduğunu keşffettim.filmi beğenmedim.tamam eski film olabilir imkanlar kısıtlı ama zekada mı kısıtlı.hele o filmin sonu yokmu sözde sürpriz son.2/10,N
"matrix üçlemesinin en güzel filmiydi.10-15 kez izlemişimdir.yine izlerim.çünkü filmin mesajı beni sarsmıştı..sarsıcı bi film.farklı,sıradışı",P
keşke bu filmi hiç izlememiş olsamda tekrar baştan seyretsem.kugusu mükemmel oyunculuklar çok iyi başka söze gerek yok izlemeyenler çok şey kaçırmış demektir.,P
"""Jim Carrey Show"". Başka denilebilecek birşey yok.",P
harika bir film!!!müzikalle dram ancak bu kadar güzel harmanlanabilir.insanın içini acıtan ve björkün tüyleri diken diken ettiği bir lars von trier başyapıtı...kolay kolay hafızalardan silinemeyecek bir film.10/10’luk ve herkese izletebileceğiniz bir şaheser.,P
Yapılan tüm olumlu yorumları sonuna kadar hakkeden bir film... İzlediğim en güzel film diyebilirim...,P
"Açıkçası beni yeni nesil korku filmlerinden daha çok ürküttü. Bunda heralde filmin Siyah-Beyaz olması ve Kişilerin etkileyici ses tonlarının etkisi yadsınmamalıdır. O dönemde bu kalitede ve kurguda bir film, helal olsun. Hele o filmin sonundaki Psikyatrik Analiz-Çözümlemeler de yeni nesil filmlere taş çıkarır nitelikte. Dipnot: Adamın kaldığı, otelin arkasındaki şatoyu büründürdükleri Mistik Hava bayağı ürpertti beni, hakkını vermek gerek... 8,8/10",P
"Paramparça aşklar köpekler...bir film ismiyle ancak bu kadar bağdaşabilir.Öylesine güzel ve bi o kadar etkileyici olmasının yanında bazı sahneleri insanı rahatsız etmiyor değil.inanılmaz bir sinema deneyimi olduğunu söyleyebilirim ama bana kalırsa aşırı köpek fobisi olan kişilerin izlemesi sakıncalı olabilir.filmin mükemmelliğinizaten 2001 en iyi yabancı film oscar ve altın küre adayı olmasının dışında 2001 ödül şampiyonu olmasından da(toplam 30 ödül)anlayabiliriz.bunun dışında sanki bazı konular yarım kaldı gibi geldi.herhalde bazı bölümler izleyicinin hayal güzcüne bırakılmış ve gerçekten ’’ iz bırakacak sahneleriyle önümüzdeki 10 yılın ilk klasiği olmaya aday’’_elvis mitchell,new york times_",P
"martin scorsese der ki:bir film yapmadan önce kendinize şu soruyu sorun;anlatacak yeni birseylerin var mı?...çok doğru bir soru.trauma filminin yönetmeni marc evans bus oruyu kendisine hiç ama hiç sormamış.anlattığı olaylar sakladığı sırlar,izleyicileri germe yeteneği o kadar zayıf ki.filmin klişe çukuruna düşmeyen tek sahnesi yok.e tabi buna oyuncuların da alelade permormansları eklenince ortaya cok basit bir film cıkmış.2/10",N
sinemada gösterimde iken kaç kere izlemiştim daha sonra evimde vcd'de izledim defalarca... ve bugün gittim bu filmin DVD'sini aldım!!! En az 10-15 kere izlemişimdir oturur sıkılmadan bir 10 kere daha izlerim bu filmi!,P
Film gercekten bende hayal kırıklığı yarattı. Hiç beklediğim kadar aksiyon vs. olmadı Ne varsa sadece fragmanında var filmde artı bişey yok Fragmanı izlemek yetermiş boşuna 2 buçuk saatim gitti,N
o kadar çok duygu sömürüsü verdiki film bi ara boğuluorum sandım.Babam ve oğlumla karşılaştırılamaz bile.Tamam çok güsel bı konuya değinilmiş ama oyuncuların hepsi usta zaten onlara hangi konuyu versen film süper olur.Gidilmez bence evde oturup UğuR Dündar izlesenizde aynı yani..,N
aslında konusu ilgimi çekmişti ama filmi izlediğime pişman oldum. bence oyunculuklar çok kötüydü ve bazı karakterler çok sinir bozucuydu.kesinlikle tavsiye etmiyorum,N
Ben sırf başka bi film olmadıı için ve animasyonları sevdiim için bu filme gitmiştim.. Ancak sonuç benim için tam bi hüsran oldu.. Hayatımda bukadar kötü bi animasyon izlememiştim.. İlk yarıda biras olsun gülümseyebildimsede ikinci yarıda uyudum resmen.. Bikaç arkadaş gitmiştik herkes aynı şeyi düşünüyodu.. Evet animasyonları sadce çocuklara bırakmayalım ama bu film bence tamamen çocuklara yönelik yapılmış bi filmdi.. Konusu karakterler ve espriler hepsi çocuklara göreydi ben hiç memnun olmadım.. Buz devrini 4 gözle bekliyorum.. Gerçek bi animasyon izlemek için.. Bu filme gitmeyi düşünen animasyon seven büyükler içinse tavsiyem boşa,N
izlediğim en iyi film...,P
"oyuncu kadrosuna bakıyorsunuz.george clooney,uma thurman,arnold schwarzenegger,alicia silverstone ve chris o’donell.hepsi yeteneklerini kanıtlamış oyuncular.peki ama bu kadar iyi oyuncun olduğu bir film nasıl olur da izleyici için çin işkencesine dönüşüyor.aslında cevap çok basit.film çizgi roman havasında çekilmiş.yani herşey çok yapmacık.batman bir çizgi roman karekteri olabilir.ancak çizgi roman diliyle sinema dili birbirinden çok farklı.işte sorunun temel kaynağı bu.gördüğüm kadarıyla diğer arkadaşlarımız da filmi pek beğenmemiş.yazık,çok yazıkk",N
"kubrick harikası, jack ustalığı kesinlikle muhteşem bi gerilim macera filmi. filmin sonu süper, müzikler dehşetli hele elinde balta karısının peşinden koştupta kapıya sapladığı sahne. müthiş bi film. ayrıca kubrick sevenler için full metal jacket'i tavsiye ederim muhteşem bi komedi, savaş, dram filmidir...",P
süper ötesi bir film,P
bir film ancak bu kadar abartılabilir. ve bu filmin puanı 9. bu 9 neye göre verildi gerçekten anlayamıyorum.,N
gerçekten tarantinonun en iyi filmi masalsı şaşılası ve daha da iyisi coşkulu,P
Usta yazar Robert Ludlumun efsanevi roman serisinin ilkinden uyarlanan aksiyon ve ajan filmlerinin değişimini ve gelişmesini sağlayan kusursuz aksiyon sahneleri mükemmele yakın araba takip sahneleriyle belkide o güne kadar çekilmiş en iyi ajan filmiydi geçmişi olmayan adam(her film bir öncekinden daha iyi oldu ve üçüncü film tavan yaparak nokta koydu) özellikle Matt Damonu(zaten ünlüydüde) bir anda yıldız mertebesine çıkardı.,P
kısaca baş yapıt !! :P,P
Basit ve ucuz bir film izlemenizi tavsiye etmiyorum,N
çok kötü bir film boş zamanı ve çok parası olanlar için ideal giden arkadaşlara geçmiş olsun diyorum onun yerine televizyonda pokemonu seyretmenizi tavsiye ediyorum,N
yaw berbat bı fılm anlatamam resmen krız gecırıyosunuz ızlerken nedır bu yaw saka gıbı!!!!,N
Bu filme kadar k kullanm tavandan olduu iin sahnelerde st ksmlar grnmezmi.. bu filmle birlikte yandan k kullanmna geilmi ve bu nedenle tabiki ok anlaml bir film yurtta kane.. ama tek anlam bu bence.. bu zellii dnda kt bir film.. aslnda konu ilgi ekici ama ynetmenin konuyu ileyii iyi deil.. hi etkilenmedim ve zaman zaman ok skldm.. 3/10,N
İzlenilmesi gereken mükemmel bir film...Şiddetle tavsiye ediyorum...,P
filmi izlerken gözyaşlarıma sahip olamadım ya neydi bu film böle?? dramın ötesi bi film türü var mı acaba? çünkü buna dram demek az geliyor gibi.. sean penn ve michelle pfeiffer harika bi ikili olmuş.. komedi yanı da ağır basıyo ama insanın güleceği kalmıyo ki filmi izlerken.. cidden çok başarılı bi yapım.. bu kadar ağır basan bi sevgiyi görmek insanı hüzünlendiriyor.. buna rağmen sadece %68 lik bi oy alması şaşırttı beni.. ben fazla duygusalım sanırım:))),P
jim carrey'nin o harika oyunculuğunu heba ettiği vasat filmlerden biri..zaman zaman güldüren ama kof!,N
Yaa bilemiyorum .daha önce buna benzer filmler yapıldı hele hele film bitmiyor. sanki devamı varmış gibi. ve de birçok filmden yemeler var. hele hele resident evil gibi bitmesi.caddede boşluk insanlar yok felan. daha çok örnek var. tılsım mesela.,N
Bu adamı seviyorum. Adamım benim. Rambo ve Rocky ile büyüdük. Zamanının kaliteli filmleri. Hala tekrar tekrar izleyebileceğim bir seri,P
izleyenleri etkileyen bir film yaşantımızı ilgilendiren bir film senaryosu mutlaka izlenmeli,P
"Bu kadar saçma sapan uyduruk bi korku filmine bukadar iyi yorumlar nasıl yazılmış anlamış değilim.Filmi izlerken bırakın korkmayı,heyecanlanmadım bile.Gereksiz yere filmi uzatmışlarda uzatmışlar.Kesinlikle tavsiye etmiyorum...",N
"Hakikaten çok epik bir film.Birçok defa izlenmesine rağmen kendini izletir, düşündürür, ağlatır vb. birçok duyguyu yaşatır izlemek size.Mel Gibson ı itici bulmama rağmen kendimle çelişmemi sağlayan filmdir ayrıca.8.5/10",P
oyunculuk açısından olaganüstü bi film....10/9,P
Serinini ilk filmi video oyununa yakışıyordu fakat bu filmde yaratıklaşan karakterler bu da olmasın artık filmde pes dedirtiyor..,N
Ben bu filmi pek sevmedim. Filmde çalan şarkı muhteşemdi ama film o kadar değildi. Süresi çok kısaydı 80 dakikaya birşeyler sığdırmaya çalışmışlar ama pek olmamış. 10/7...,P
"senaryo harika,oyuncular harika,şarkılar harika. beni en çok etkileyen filmlerden biri.izlemeyenlere şiddetle tavsiye ederim.",P
"ilkine göre daha heyecanlı,oturmuş,sağlam geldi bana.george lucasın yaratıcı zekasının yine sınırı yok.hayden christensenin kimi itici sahneleri hariç rahatsız edici bir nokta yoktu,ki o sahnelerin gerekliliğini de sonraki zamanlarda anlayacağız.star wars günümüzde kesinlikle izlenmiş olması gereken bir sinema olayı.dönemin teknolojisini maksimum düzeyde kullanmış lucas yine,ilk filmdeki gibi oldu bitti hissine kapılmıyorsunuz burada,dediğim gibi daha oturmuş bir devam filmi.kesinlikle izlenmesi gerekir.soluksuz izlenecek zaten.natalie portmanın da dünyanın en tatlı insanlarından biri olduğuna bir kez daha şahit oluyoruz.",P
"sevgili ObiWan01 bence de söylediğin çok doğru ama naaparsın. Hollywood bu, naparsam yapiim insanlar seyreder diye düşünüyordur. Ama bu mikrofon olayı bi tek burda değil Unfaithful da da var. Ordaki olayı ise çözemedim bi türlü. Yani pek çocukların izleyeceği bir filim gibi de durmuyor hani.",N
hannibal efsanesine yakışmayan bir film 1/5,N
tek kelime ile igrenc bi film 10/1,N
neden böyle flimler yapıp insanları korkuturlar anlamıyorum... amerika böyle filmler yapa yapa bi hal oldu...,N
zaman kaybı bunların şeytan çıkatmalarından gına geldi artık....... şu haçı bush a çevirip bi de ondaki şeytan ı çıkarsalar çok iyi olacak,N
"Filmin farklı bir tarzda olması,birkaç İngiliz esprisi serpilmesi bir filmi başyapıt,müthiş mi yapar,bence hayır!Snatch action mi? ozaman hiç action izlemedim,snatch komedi mi? yok artık daha neler...Berbat bir film,çok zayıf bir senaryo ve oyunculuk sergilenmiş bence...",N
hayatımda izlediğim en sıkıcı filmlerden biriydi :S...isteyen sinemadan anlamadığımı düşünebilir ancak film bana ızdırap gibi geldi...filmi bitirebilmek sabır istiyor gerçektende :S...filmin tek artısı görselliği ve yönetimi...ama oda kurtaramıyor filmi bence...görsellik hatrına 10/2 :S...,N
